category,file,line
attribution,AISAM-BE/AISAM.Services/Service/ConversationService.cs,108
attribution,AISAM-BE/AISAM.Services/Service/ConversationService.cs,148
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,21
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,28
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,34
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,41
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,43
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,44
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,46
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,49
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,56
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,64
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,74
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,80
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,81
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,94
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,104
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,109
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,123
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,135
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,138
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,142
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,148
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,153
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,165
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,246
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,256
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,294
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,296
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,298
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,346
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,356
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,402
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,415
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,425
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,431
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,432
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,439
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,450
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,480
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,485
filter_bypass,AISAM-BE/AISAM.Services/Service/CreditService.cs,505
role_action,AISAM-BE/AISAM.Services/Service/CreditService.cs,520
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,528
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,545
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,556
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,560
sensitive_projection,AISAM-BE/AISAM.Services/Service/CreditService.cs,562
attribution,AISAM-BE/AISAM.Services/Service/DashboardService.cs,40
attribution,AISAM-BE/AISAM.Services/Service/DashboardService.cs,41
attribution,AISAM-BE/AISAM.Services/Service/DashboardService.cs,42
attribution,AISAM-BE/AISAM.Services/Service/DashboardService.cs,43
attribution,AISAM-BE/AISAM.Services/Service/DashboardService.cs,45
attribution,AISAM-BE/AISAM.Services/Service/DashboardService.cs,46
attribution,AISAM-BE/AISAM.Services/Service/DashboardService.cs,47
attribution,AISAM-BE/AISAM.Services/Service/DashboardService.cs,67
attribution,AISAM-BE/AISAM.Services/Service/DashboardService.cs,74
attribution,AISAM-BE/AISAM.Services/Service/ExecutionAuthorizationService.cs,71
attribution,AISAM-BE/AISAM.Services/Service/ExecutionAuthorizationService.cs,73
filter_bypass,AISAM-BE/AISAM.Services/Service/ExecutionAuthorizationService.cs,78
filter_bypass,AISAM-BE/AISAM.Services/Service/ExecutionAuthorizationService.cs,80
filter_bypass,AISAM-BE/AISAM.Services/Service/ExecutionAuthorizationService.cs,86
filter_bypass,AISAM-BE/AISAM.Services/Service/ExecutionAuthorizationService.cs,89
attribution,AISAM-BE/AISAM.Services/Service/ExecutionAuthorizationService.cs,92
filter_bypass,AISAM-BE/AISAM.Services/Service/ExecutionAuthorizationService.cs,94
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,490
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,493
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,510
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,511
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,515
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,518
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,533
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,663
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,666
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,678
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,679
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,682
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,683
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,718
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,861
sensitive_projection,AISAM-BE/AISAM.Services/Service/FacebookProvider.cs,1001
sensitive_projection,AISAM-BE/AISAM.Services/Service/GoogleProvider.cs,72
sensitive_projection,AISAM-BE/AISAM.Services/Service/GoogleProvider.cs,128
persistence,AISAM-BE/AISAM.Services/Service/HolidayService.cs,106
attribution,AISAM-BE/AISAM.Services/Service/HolidayService.cs,125
persistence,AISAM-BE/AISAM.Services/Service/HolidayService.cs,183
attribution,AISAM-BE/AISAM.Services/Service/HolidayService.cs,203
persistence,AISAM-BE/AISAM.Services/Service/HolidayService.cs,264
attribution,AISAM-BE/AISAM.Services/Service/HolidayService.cs,283
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,344
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,355
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,356
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,511
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,529
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,532
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,536
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,553
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,584
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,585
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,596
sensitive_projection,AISAM-BE/AISAM.Services/Service/InstagramProvider.cs,624
attribution,AISAM-BE/AISAM.Services/Service/MemoryOAuthStateStore.cs,22
attribution,AISAM-BE/AISAM.Services/Service/MemoryOAuthStateStore.cs,42
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,28
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,42
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,54
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,79
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,81
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,88
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,91
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,98
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,101
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,108
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,110
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,114
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,115
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,117
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,120
attribution,AISAM-BE/AISAM.Services/Service/NotificationService.cs,201
background,AISAM-BE/AISAM.Services/Service/OpenAIVideoClient.cs,128
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,33
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,47
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,60
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,353
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,354
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,355
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,356
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,357
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,359
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,360
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,724
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,725
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,726
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,727
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,728
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,730
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,731
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,738
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,739
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,740
attribution,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,921
attribution,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,922
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,969
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,984
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,985
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,986
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,987
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,988
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,990
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,991
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,1316
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,1317
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,1318
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,1319
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,1320
sensitive_projection,AISAM-BE/AISAM.Services/Service/PayOSPaymentService.cs,1323
background,AISAM-BE/AISAM.Services/Service/PostInsightsBackgroundService.cs,8
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsBackgroundService.cs,8
background,AISAM-BE/AISAM.Services/Service/PostInsightsBackgroundService.cs,11
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsBackgroundService.cs,11
background,AISAM-BE/AISAM.Services/Service/PostInsightsBackgroundService.cs,13
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsBackgroundService.cs,13
background,AISAM-BE/AISAM.Services/Service/PostInsightsBackgroundService.cs,15
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsBackgroundService.cs,15
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsBackgroundService.cs,38
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,11
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,21
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,23
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,30
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,51
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,53
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,58
attribution,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,159
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,182
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,183
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,184
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,185
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,202
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,204
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,251
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,258
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,272
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,273
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,276
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,279
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,284
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,285
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,299
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,308
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,311
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,317
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,323
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,347
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,349
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,366
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,390
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,391
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,392
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,393
sensitive_projection,AISAM-BE/AISAM.Services/Service/PostInsightsSyncService.cs,395
attribution,AISAM-BE/AISAM.Services/Service/PostService.cs,30
attribution,AISAM-BE/AISAM.Services/Service/PostService.cs,44
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,11
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,18
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,30
attribution,AISAM-BE/AISAM.Services/Service/QuotaService.cs,32
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,38
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,51
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,52
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,54
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,60
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,63
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,69
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,74
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,83
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,90
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,97
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,98
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,104
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,110
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,113
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,122
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,141
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,160
sensitive_projection,AISAM-BE/AISAM.Services/Service/QuotaService.cs,179
role_action,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,31
filter_bypass,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,38
filter_bypass,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,43
filter_bypass,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,45
attribution,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,46
filter_bypass,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,47
role_action,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,48
filter_bypass,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,50
filter_bypass,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,53
filter_bypass,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,57
filter_bypass,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,61
role_action,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,61
filter_bypass,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,64
role_action,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,65
attribution,AISAM-BE/AISAM.Services/Service/ResourceAccessService.cs,65
background,AISAM-BE/AISAM.Services/Service/ScheduledPostingBackgroundService.cs,9
background,AISAM-BE/AISAM.Services/Service/ScheduledPostingBackgroundService.cs,12
background,AISAM-BE/AISAM.Services/Service/ScheduledPostingBackgroundService.cs,14
background,AISAM-BE/AISAM.Services/Service/ScheduledPostingBackgroundService.cs,16
attribution,AISAM-BE/AISAM.Services/Service/ScheduledPostingService.cs,78
attribution,AISAM-BE/AISAM.Services/Service/ScheduledPostingService.cs,89
attribution,AISAM-BE/AISAM.Services/Service/ScheduledPostingService.cs,119
attribution,AISAM-BE/AISAM.Services/Service/ScheduledPostingService.cs,148
attribution,AISAM-BE/AISAM.Services/Service/ScheduledPostingService.cs,173
attribution,AISAM-BE/AISAM.Services/Service/SignedOAuthStateStore.cs,28
attribution,AISAM-BE/AISAM.Services/Service/SignedOAuthStateStore.cs,68
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,72
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,99
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,118
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,135
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,235
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,271
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,292
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,306
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,318
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,332
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,346
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,352
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,358
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,403
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,421
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,480
attribution,AISAM-BE/AISAM.Services/Service/SocialService.cs,527
sensitive_projection,AISAM-BE/AISAM.Services/Service/TikTokProvider.cs,379
sensitive_projection,AISAM-BE/AISAM.Services/Service/TikTokProvider.cs,515
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,18
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,21
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,23
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,25
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,33
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,55
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,71
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,72
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,90
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,94
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,116
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,118
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,126
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,127
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,143
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,155
background,AISAM-BE/AISAM.Services/Service/VideoGenerationBackgroundService.cs,167
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,75
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,100
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,104
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,126
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,143
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,147
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,154
role_action,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,175
persistence,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,199
background,AISAM-BE/AISAM.Services/Service/VideoGenerationOrchestrator.cs,205
background,AISAM-BE/AISAM.Services/Service/VideoPollingBackgroundService.cs,12
background,AISAM-BE/AISAM.Services/Service/VideoPollingBackgroundService.cs,15
background,AISAM-BE/AISAM.Services/Service/VideoPollingBackgroundService.cs,17
background,AISAM-BE/AISAM.Services/Service/VideoPollingBackgroundService.cs,19
persistence,AISAM-BE/AISAM.Services/Service/VideoPollingBackgroundService.cs,67
attribution,AISAM-BE/AISAM.Services/Service/VideoPollingBackgroundService.cs,83
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceDashboardService.cs,18
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceDashboardService.cs,26
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceDashboardService.cs,109
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceDashboardService.cs,113
role_action,AISAM-BE/AISAM.Services/Service/WorkspaceInvitationService.cs,86
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceInvitationService.cs,122
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceInvitationService.cs,137
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceInvitationService.cs,138
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceInvitationService.cs,234
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceInvitationService.cs,280
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceInvitationService.cs,282
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceInvitationService.cs,291
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceInvitationService.cs,327
role_action,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,70
role_action,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,82
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,95
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,99
role_action,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,116
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,129
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,138
role_action,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,165
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,243
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,245
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,251
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,253
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,256
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,261
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,282
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,284
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,288
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,290
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,292
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,297
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,298
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,301
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,306
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceMemberService.cs,314
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceService.cs,100
sensitive_projection,AISAM-BE/AISAM.Services/Service/WorkspaceService.cs,116
attribution,AISAM-BE/AISAM.Repositories/AccessControlModel.cs,19
persistence,AISAM-BE/AISAM.Repositories/AccessControlModel.cs,32
attribution,AISAM-BE/AISAM.Repositories/AccessControlModel.cs,41
role_action,AISAM-BE/AISAM.Repositories/AccessControlModel.cs,73
role_action,AISAM-BE/AISAM.Repositories/AccessControlModel.cs,74
attribution,AISAM-BE/AISAM.Repositories/AccessControlModel.cs,84
role_action,AISAM-BE/AISAM.Repositories/AccessControlModel.cs,86
persistence,AISAM-BE/AISAM.Repositories/AccessControlPersistence.cs,9
persistence,AISAM-BE/AISAM.Repositories/AccessControlPersistence.cs,11
attribution,AISAM-BE/AISAM.Repositories/AccessControlPersistence.cs,41
attribution,AISAM-BE/AISAM.Repositories/AccessControlPersistence.cs,47
filter_bypass,AISAM-BE/AISAM.Repositories/AccessLinkValidation.cs,34
filter_bypass,AISAM-BE/AISAM.Repositories/AccessLinkValidation.cs,39
filter_bypass,AISAM-BE/AISAM.Repositories/AccessLinkValidation.cs,42
